BATCH,ACADEMIC YEAR,REGULATION,DEPARTMENT,SEM,COURSE CODE,COURSE NAME,CREDITS
2022 - 2026,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),8,AL3811,Project Work / Internship,10.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,1,IP3151,Induction Programme,0.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,1,BS3171,Physics and Chemistry Laboratory,2.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,1,CY3151,Engineering Chemistry,3.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,1,GE3151,Problem Solving and Python Programming,3.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,1,GE3152,தமிழர்மரபு / Heritage of Tamils,1.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,1,GE3171,Problem Solving and Python Programming Laboratory,2.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,1,GE3172,English Laboratory,1.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,1,HS3152,Professional English - I,3.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,1,MA3151,Matrices and Calculus,4.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,1,PH3151,Engineering Physics,3.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,2,BE3254,Electrical and Instrumentation Engineering,3.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,2,EC3251,Circuit Analysis,4.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,2,EC3271,Circuits Analysis Laboratory,1.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,2,GE3251,Engineering Graphics,4.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,2,GE3252,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,2,GE3271,Engineering Practices Laboratory,2.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,2,GE3272,Communication Laboratory / Foreign Language,2.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,2,HS3252,Professional English - II,2.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,2,MA3251,Statistics and Numerical Methods,4.0
2022 - 2026,2022 - 2023,2021,B.E. Electronics and Communication Engineering,2,PH3254,Physics for Electronics Engineering,3.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,3,CS3353,C Programming and Data Structures,3.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,3,CS3362,C Programming and Data Structures Laboratory,1.5
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,3,EC3351,Control Systems,3.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,3,EC3352,Digital Systems Design,4.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,3,EC3353,Electronic Devices and Circuits,3.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,3,EC3354,Signals and Systems,4.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,3,EC3361,Electronic Devices and Circuits Laboratory,1.5
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,3,GE3361,Professional Development,1.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,3,MA3355,Random Processes and Linear Algebra,4.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,4,EC3401,Networks and Security,4.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,4,EC3451,Linear Integrated Circuits,3.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,4,EC3452,Electromagnetic Fields,3.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,4,EC3461,Communication Systems Laboratory,1.5
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,4,EC3462,Linear Integrated Circuits Laboratory,1.5
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,4,EC3491,Communication Systems,3.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,4,EC3492,Digital Signal Processing,4.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,4,GE3451,Environmental Sciences and Sustainability,2.0
2022 - 2026,2023 - 2024,2021,B.E. Electronics and Communication Engineering,4,NM1022*,Experience Based Project Learning,2.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,5,EC3501,Wireless Communication,4.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,5,EC3552,VLSI and Chip Design,3.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,5,EC3551,Transmission Lines and RF Systems,3.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,5,CEC365,Wireless Sensor Network Design,3.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,5,CEC345,Optical Communication & Networks,3.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,5,CEC352,Satellite Communication,3.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,5,MX3084,Disaster Risk Reduction and Management,0.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,5,EC3561,VLSI Laboratory,2.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,5,NM1001*,4G/5G Communication Networks,2.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,6,CEC366,Image Processing,3.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,6,CCW332,Digital Marketing,3.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,6,CEC349,RFID System Design and Testing,3.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,6,CS3491,Artificial Intelligence and Machine Learning,4.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,6,ET3491,Embedded Systems and IOT Design,4.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,6,CEC360,Underwater Navigation Systems,3.0
2022 - 2026,2024 - 2025,2021,B.E. Electronics and Communication Engineering,6,MX3089,Industrial Safety,0.0
2022 - 2026,2025 - 2026,2021,B.E. Electronics and Communication Engineering,7,GE3791,Human Values and Ethics,2.0
2022 - 2026,2025 - 2026,2021,B.E. Electronics and Communication Engineering,7,GE3752,Total Quality Management,3.0
2022 - 2026,2025 - 2026,2021,B.E. Electronics and Communication Engineering,7,OAE351,Aviation Management,3.0
2022 - 2026,2025 - 2026,2021,B.E. Electronics and Communication Engineering,7,OMR351,Mechatronics,3.0
2022 - 2026,2025 - 2026,2021,B.E. Electronics and Communication Engineering,7,OMR353,Sensors,3.0
2022 - 2026,2025 - 2026,2021,B.E. Electronics and Communication Engineering,7,EC3711,Summer Internship,2.0
2022 - 2026,2025 - 2026,2021,B.E. Electronics and Communication Engineering,8,EC3811,Project Work / Internship,10.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,1,IP3151,Induction Programme,0.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,1,BS3171,Physics and Chemistry Laboratory,2.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,1,CY3151,Engineering Chemistry,3.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,1,GE3151,Problem Solving and Python Programming,3.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,1,GE3152,தமிழர்மரபு / Heritage of Tamils,1.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,1,GE3171,Problem Solving and Python Programming Laboratory,2.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,1,GE3172,English Laboratory,1.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,1,HS3152,Professional English - I,3.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,1,MA3151,Matrices and Calculus,4.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,1,PH3151,Engineering Physics,3.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,2,BE3251,Basic Electrical and Electronics Engineering,3.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,2,BE3271,Basic Electrical and Electronics Engineering Laboratory,2.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,2,GE3251,Engineering Graphics,4.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,2,GE3252,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,2,GE3271,Engineering Practices Laboratory,2.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,2,GE3272,Communication Laboratory / Foreign Language,2.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,2,HS3252,Professional English - II,2.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,2,MA3251,Statistics and Numerical Methods,4.0
2022 - 2026,2022 - 2023,2021,B.E. Mechanical Engineering,2,PH3251,Materials Science,3.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,3,CE3391,Fluid Mechanics and Machinery,4.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,3,GE3361,Professional Development,1.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,3,MA3351,Transforms and Partial Differential Equations,4.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,3,ME3351,Engineering Mechanics,3.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,3,ME3381,Computer Aided Machine Drawing,2.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,3,ME3382,Manufacturing Technology Laboratory,2.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,3,ME3391,Engineering Thermodynamics,3.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,3,ME3392,Engineering Materials and Metallurgy,3.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,3,ME3393,Manufacturing Processes,3.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,4,CE3481,Strength of Materials and Fluid Machinery Laboratory,2.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,4,CE3491,Strength of Materials,3.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,4,GE3451,Environmental Sciences and Sustainability,2.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,4,ME3451,Thermal Engineering,4.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,4,ME3461,Thermal Engineering Laboratory,2.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,4,ME3491,Theory of Machines,3.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,4,ME3492,Hydraulics and Pneumatics,3.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,4,ME3493,Manufacturing Technology,3.0
2022 - 2026,2023 - 2024,2021,B.E. Mechanical Engineering,4,NM1023*,Employability Skills,2.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,5,ME3591,Design of Machine Elements,4.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,5,ME3592,Metrology and Measurements,3.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,5,CME396,Process Planning and Cost Estimation,3.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,5,CME364,Energy Storage Devices,3.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,5,CME380,Automobile Engineering,3.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,5,ME3511,Summer Internship,1.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,5,ME3581,Metrology and Dynamics Laboratory,2.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,5,MX3084,Disaster Risk Reduction and Management,0.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,5,NM1035*,Experience based practical learning,2.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,6,ME3681,CAD/CAM Laboratory,2.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,6,ME3682,Heat Transfer Laboratory,2.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,6,CME344,Product Life Cycle Management,3.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,6,CME365,Renewable Energy Technologies,3.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,6,CME387,Non-traditional Machining Processes,3.0
2022 - 2026,2025 - 2026,2021,B.E. Mechanical Engineering,8,CME388,Industrial safety,3.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,6,ME3691,Heat and Mass Transfer,4.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,6,OCS351,Artificial Intelligence and Machine Learning Fundamentals,3.0
2022 - 2026,2024 - 2025,2021,B.E. Mechanical Engineering,6,MX3089,Industrial Safety,0.0
2022 - 2026,2025 - 2026,2021,B.E. Mechanical Engineering,7,ME3791,Mechatronics and IoT,3.0
2022 - 2026,2025 - 2026,2021,B.E. Mechanical Engineering,7,ME3792,Computer Integrated Manufacturing,3.0
2022 - 2026,2025 - 2026,2021,B.E. Mechanical Engineering,7,GE3791,Human Values and Ethics,2.0
2022 - 2026,2025 - 2026,2021,B.E. Mechanical Engineering,7,GE3792,Industrial Management,3.0
2022 - 2026,2025 - 2026,2021,B.E. Mechanical Engineering,7,OIM353,Production Planning and Control,3.0
2022 - 2026,2025 - 2026,2021,B.E. Mechanical Engineering,7,CPE334,Energy Conservation and Management,3.0
2022 - 2026,2025 - 2026,2021,B.E. Mechanical Engineering,7,OCS352,IoT Concepts and Applications,3.0
2022 - 2026,2025 - 2026,2021,B.E. Mechanical Engineering,7,ME3781,Mechatronics and IoT Laboratory,2.0
2022 - 2026,2025 - 2026,2021,B.E. Mechanical Engineering,7,ME3711,Summer Internship,1.0
2022 - 2026,2025 - 2026,2021,B.E. Mechanical Engineering,8,ME3811,Project Work / Internship,10.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,1,IP3151,Induction Programme,0.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,1,BS3171,Physics and Chemistry Laboratory,2.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,1,CY3151,Engineering Chemistry,3.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,1,GE3151,Problem Solving and Python Programming,3.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,1,GE3152,தமிழர்மரபு / Heritage of Tamils,1.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,1,GE3171,Problem Solving and Python Programming Laboratory,2.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,1,GE3172,English Laboratory,1.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,1,HS3152,Professional English - I,3.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,1,MA3151,Matrices and Calculus,4.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,1,PH3151,Engineering Physics,3.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,2,BE3253,"Basic Electrical, Electronics Engineering and Measurements",3.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,2,BE3273,"Basic Electrical, Electronics Engineering and Measurements Laboratory",2.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,2,GE3251,Engineering Graphics,4.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,2,GE3252,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,2,GE3271,Engineering Practices Laboratory,2.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,2,GE3272,Communication Laboratory / Foreign Language,2.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,2,HS3252,Professional English - II,2.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,2,MA3251,Statistics and Numerical Methods,4.0
2022 - 2026,2022 - 2023,2021,B.E. Robotics and Automation,2,PH3259,Applied Materials Science,3.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,3,GE3361,Professional Development,1.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,3,MA3351,Transforms and Partial Differential Equations,4.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,3,ME3351,Engineering Mechanics,3.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,3,MR3351,Fluid Mechanics and Thermal Systems,4.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,3,MR3361,Electrical Drives and Actuators Laboratory,2.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,3,MR3391,Digital Electronics and Microprocessor,3.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,3,MR3392,Electrical Drives and Actuators,3.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,3,RA3301,Robot Kinematics,3.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,3,RA3311,Robot Modelling and Simulation Laboratory,2.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,4,GE3451,Environmental Sciences and Sustainability,2.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,4,ME3382,Manufacturing Technology Laboratory,2.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,4,ME3493,Manufacturing Technology,3.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,4,MR3452,Control Systems Engineering,4.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,4,MR3461,Sensors and Instrumentation Laboratory,2.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,4,MR3491,Sensors and Instrumentation,3.0
2022 - 2026,2023 - 2024,2021,B.E. Robotics and Automation,4,MR3591,Fluid Power Systems and Industrial Automation,3.0
